,CLEE,Id,Nombre,Razon_social,Clase_actividad,Estrato,Tipo_vialidad,Calle,Num_Exterior,Num_Interior,Colonia,CP,Ubicacion,Telefono,Correo_e,Sitio_internet,Tipo,Longitud,Latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local,AGEB,Manzana,CLASE_ACTIVIDAD_ID,EDIFICIO_PISO,SECTOR_ACTIVIDAD_ID,SUBSECTOR_ACTIVIDAD_ID,RAMA_ACTIVIDAD_ID,SUBRAMA_ACTIVIDAD_ID,EDIFICIO,Tipo_Asentamiento,Fecha_Alta,AreaGeo
18,09015722516000033000003286M2,6314158,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,REVOLUCIÓN,1267,0,GUADALUPE INN,01049,"ÁLVARO OBREGÓN, Álvaro Obregón, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.18956894,19.36070933,,,,0987,016,722516,,72,722,7225,72251,,COLONIA,2010-07,090100001
19,09014722211000241022003286S2,6314240,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,CALLE,ENRIQUE REBSAMEN,966,,DEL VALLE,03100,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.16041998,19.38585880,,,,0420,014,722516,,72,722,7225,72251,,COLONIA,2010-07,090140001
20,09007722516000043001003286S8,6314280,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,AVENIDA,ERMITA IZTAPALAPA,941,,SANTA ISABEL INDUSTRIAL,09820,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.10301309,19.35572511,,,,1208,006,722516,,72,722,7225,72251,,COLONIA,2010-07,090070001
21,09007722211000191022003286S3,6314281,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,CALZADA,IGNACIO ZARAGOZA,3254,,EL SALADO,09510,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.00530850,19.36545158,,,,5107,002,722516,,72,722,7225,72251,,COLONIA,2010-07,090070001
22,09010722516000043001003286S2,6314608,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,CALZADA,LAS AGUILAS,873,,AMPLIACION LAS AGUILAS,01759,"ÁLVARO OBREGÓN, Álvaro Obregón, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.21705161,19.35204211,,,,2199,018,722516,,72,722,7225,72251,,COLONIA,2014-12,090100001
23,09010722516000033000003286S3,6314611,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,Boulevard Adolfo Ruíz Cortines,4132,0,JARDINES DE PEDREGAL,01900,"ÁLVARO OBREGÓN, Álvaro Obregón, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.20957155,19.30658853,,,,1307,024,722516,,72,722,7225,72251,,COLONIA,2014-12,090100001
24,09008722516000013001003286S9,6314651,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,51 a 100 personas,AVENIDA,SAN JERONIMO,819,,SAN JERONIMO LIDICE,10400,"LA MAGDALENA CONTRERAS, La Magdalena Contreras, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.22998408,19.31882325,,,,018A,016,722516,,72,722,7225,72251,,COLONIA,2010-07,090080001
25,09002722516000043001003286S9,6314881,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,EJE VIAL,EJE 3 NORTE CAMARONES,437,,ELECTRICISTAS,02800,"AZCAPOTZALCO, Azcapotzalco, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.17843527,19.47085251,,,,0504,005,722516,,72,722,7225,72251,,COLONIA,2014-12,090020001
26,09010722211000613022003286S0,6315434,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,AVENIDA,SANTA LUCIA,1043,,COLINAS DEL SUR,01430,"ÁLVARO OBREGÓN, Álvaro Obregón, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.22866220,19.36774668,,,,0559,018,722516,,72,722,7225,72251,,COLONIA,2010-07,090100001
27,09014722516000033001003286S5,6316242,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,CALLE,INSURGENTES SUR,729,,NAPOLES,03810,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.17325218,19.39269018,,,,0384,019,722516,,72,722,7225,72251,,COLONIA,2010-07,090140001
