,CLEE,Id,Nombre,Razon_social,Clase_actividad,Estrato,Tipo_vialidad,Calle,Num_Exterior,Num_Interior,Colonia,CP,Ubicacion,Telefono,Correo_e,Sitio_internet,Tipo,Longitud,Latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local,AGEB,Manzana,CLASE_ACTIVIDAD_ID,EDIFICIO_PISO,SECTOR_ACTIVIDAD_ID,SUBSECTOR_ACTIVIDAD_ID,RAMA_ACTIVIDAD_ID,SUBRAMA_ACTIVIDAD_ID,EDIFICIO,Tipo_Asentamiento,Fecha_Alta,AreaGeo
15,09002722211000291001004093S2,6308451,PIZZA HUT SUC 407 CUITLAHUAC,PREMIUM RESTAURANT BRANDS S DE RL DE CV,Restaurantes de autoservicio,0 a 5 personas,AVENIDA,3 Norte (Cuitláhuac),461,0,HOGAR Y SEGURIDAD,02820,"AZCAPOTZALCO, Azcapotzalco, CIUDAD DE MÉXICO",,ALEJANDRA.RIVERA@PRB.COM.MX,WWW.PIZZAHUT.COM.MX,Fijo,-99.16863061,19.47053509,,,,0720,018,722516,,72,722,7225,72251,,COLONIA,2010-07,090020001
16,09015722211001001002004093S6,6305496,PIZZA HUT SUC 408 BUENAVISTA,PREMIUM RESTAURANT BRANDS S DE RL DE CV,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,Insurgentes Norte,184,0,SANTA MARIA LA RIVERA,06400,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,WWW.PIZZAHUT.COM.MX,Fijo,-99.15352882,19.44573054,,,,0485,015,722516,,72,722,7225,72251,,COLONIA,2010-07,090150001
17,09007722211000701002004093S9,6314038,PIZZA HUT SUC 413 PIE DE LA CUESTA,PREMIUM RESTAURANT BRANDS S DE RL DE CV,Restaurantes de autoservicio,11 a 30 personas,CALLE,Leiria,124,0,SAN ANDRÉS TETEPILCO,09440,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,,WWW.PIZZAHUT.COM.MX,Fijo,-99.12983175,19.37669050,,,,0483,009,722516,,72,722,7225,72251,,COLONIA,2010-07,090070001
18,09014722516000054001004093S1,6316048,PIZZA HUT SUC 452 SAN PEDRO DE LOS PINOS,PREMIUM RESTAURANT BRANDS S DE RL DE CV,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,Interior (Avenida Revolución),617,0,SAN PEDRO DE LOS PINOS,03800,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,,WWW.PIZZAHUT.COM.MX,Fijo,-99.18649884,19.38635370,,,,0346,019,722516,,72,722,7225,72251,,COLONIA,2010-07,090140001
19,09003722211000601000004093S0,6313084,PIZZA HUT SUC 463 MIRAMONTES,PREMIUM RESTAURANT BRANDS S DE RL DE CV,Restaurantes de autoservicio,11 a 30 personas,CALLE,1 ORIENTE (AVENIDA CANAL DE MIRAMONTES),2600,0,LOS CIRUELOS,04830,"COYOACÁN, Coyoacán, CIUDAD DE MÉXICO",,,WWW.PIZZAHUT.MX,Fijo,-99.13256119,19.32096022,,,,086A,017,722516,,72,722,7225,72251,,COLONIA,2010-07,090030001
20,09014722211000161002004093S2,6313014,PIZZA HUT SUC 504 PILARES,PREMIUM RESTAURANT BRANDS S DE RL DE CV,Restaurantes de autoservicio,11 a 30 personas,CALLE,Pilares,606,0,DEL VALLE,03100,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,,WWW.PIZZAHUT.COM.MX,Fijo,-99.16176682,19.37691339,,,,0613,002,722516,,72,722,7225,72251,,COLONIA,2010-07,090140001
21,09016722211000461002004093S1,6314396,PIZZA HUT SUC 519 GALERIAS,PREMIUM RESTAURANT BRANDS S DE RL DE CV,Restaurantes de autoservicio,11 a 30 personas,CALLE,Interior (Calzada Melchor Ocampo),193,0,VERÓNICA ANZURES,11300,"MIGUEL HIDALGO, Miguel Hidalgo, CIUDAD DE MÉXICO",,,WWW.PIZZAHUT.COM.MX,Fijo,-99.17041089,19.43550053,,,,0603,021,722516,,72,722,7225,72251,,COLONIA,2010-07,090160001
22,09005722211001201002004093S3,6305548,PIZZA HUT SUC. 443 PLAZA TORRES LINDAVISTA,PREMIUM RESTAURANT BRANDS S DE RL DE CV,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,Miguel Othón de Mendizabal Oriente,343,0,TORRES LINDAVISTA,07708,"GUSTAVO A. MADERO, Gustavo A. Madero, CIUDAD DE MÉXICO",,,WWW.PIZZAHUT.COM.MX,Fijo,-99.14443016,19.50736366,OTRO CONGLOMERADO,TORRES LINDAVISTA,,0525,005,722516,,72,722,7225,72251,,COLONIA,2010-07,090050001
23,09015722211001091002004093S7,6304615,PIZZA HUT SUC. 505 PALMA,PREMIUM RESTAURANT BRANDS S DE RL DE CV,Restaurantes de autoservicio,11 a 30 personas,CALLE,Palma,34,0,CENTRO,06000,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,ALEJANDRA.RIVERA@PRB.COM.MX,WWW.PIZZAHUT.COM.MX,Fijo,-99.13516306,19.43386231,,,,0771,017,722516,,72,722,7225,72251,,COLONIA,2010-07,090150001
24,09002722516000921000004093S6,9043110,PIZZA HUT TECNOPARQUE  SUC. 917,PREMIUM RESTAURANT BRANDS S DE RL DE CV,Restaurantes de autoservicio,11 a 30 personas,CALLE,Avenida de las Granjas,972,0,SANTA BARBARA,02230,"AZCAPOTZALCO, Azcapotzalco, CIUDAD DE MÉXICO",,,WWW.PIZZAHUT.COM.MC,Fijo,-99.17628298,19.50298405,CENTRO Y PLAZA COMERCIAL,TECNO PARQUE,,0932,016,722516,,72,722,7225,72251,,COLONIA,2019-11,090020001
